plan,switches,total_price,full_price,preferred_nights,segment_detail,label,equivalent_alternatives,warning
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 8) → Room 8 (Jul 8–Jul 15) → Room 6 (Jul 15–Jul 17),6,2057.25,3165.0,21,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 7 nights × avg £123.57 = £865.00 | Room 8: 7 nights × avg £119.29 = £835.00 | Room 6: 2 nights × avg £77.50 = £155.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 8) → Room 8 (Jul 8–Jul 11) → Room 3 (Jul 11–Jul 17),6,2063.75,3175.0,23,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 7 nights × avg £123.57 = £865.00 | Room 8: 3 nights × avg £135.00 = £405.00 | Room 3: 6 nights × avg £99.17 = £595.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 3 (Jul 10–Jul 17),6,2073.5,3190.0,24,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 3: 7 nights × avg £102.14 = £715.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 10) → Room 3 (Jul 10–Jul 17),6,2086.5,3210.0,25,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 5 nights × avg £124.00 = £620.00 | Room 8: 4 nights × avg £141.25 = £565.00 | Room 3: 7 nights × avg £102.14 = £715.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 5) → Room 8 (Jul 5–Jul 10) → Room 3 (Jul 10–Jul 17),6,2099.5,3230.0,26,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 4 nights × avg £123.75 = £495.00 | Room 8: 5 nights × avg £142.00 = £710.00 | Room 3: 7 nights × avg £102.14 = £715.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 4) → Room 8 (Jul 4–Jul 10) → Room 3 (Jul 10–Jul 17),6,2115.75,3255.0,27,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 3 nights × avg £125.00 = £375.00 | Room 8: 6 nights × avg £142.50 = £855.00 | Room 3: 7 nights × avg £102.14 = £715.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 5 (Jun 24–Jun 27) → Room 2 (Jun 27–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Jul 17),7,1989.0,3060.0,14,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 5: 3 nights × avg £75.00 = £225.00 | Room 2: 1 night × avg £105.00 = £105.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 7 nights × avg £87.86 = £615.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 5 (Jun 24–Jun 27) → Room 2 (Jun 27–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 8) → Room 8 (Jul 8–Jul 11) → Room 6 (Jul 11–Jul 17),UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 5 (Jun 24–Jun 27) → Room 2 (Jun 27–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 10) → Room 6 (Jul 10–Jul 17),7,2002.0,3080.0,15,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 5: 3 nights × avg £75.00 = £225.00 | Room 2: 1 night × avg £105.00 = £105.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 5 nights × avg £124.00 = £620.00 | Room 8: 4 nights × avg £141.25 = £565.00 | Room 6: 7 nights × avg £87.86 = £615.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Jul 16) → Room 3 (Jul 16–Jul 17),7,2018.25,3105.0,18,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 6 nights × avg £90.00 = £540.00 | Room 3: 1 night × avg £90.00 = £90.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Jul 16) → Room 8 (Jul 16–Jul 17),UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Jul 15) → Room 3 (Jul 15–Jul 17),7,2024.75,3115.0,19,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 5 nights × avg £92.00 = £460.00 | Room 3: 2 nights × avg £90.00 = £180.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Jul 14) → Room 3 (Jul 14–Jul 17),7,2034.5,3130.0,20,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 4 nights × avg £96.25 = £385.00 | Room 3: 3 nights × avg £90.00 = £270.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Jul 13) → Room 3 (Jul 13–Jul 17),7,2044.25,3145.0,21,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 3 nights × avg £103.33 = £310.00 | Room 3: 4 nights × avg £90.00 = £360.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 8) → Room 8 (Jul 8–Jul 11) → Room 3 (Jul 11–Jul 16) → Room 6 (Jul 16–Jul 17),7,2054.0,3160.0,22,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 7 nights × avg £123.57 = £865.00 | Room 8: 3 nights × avg £135.00 = £405.00 | Room 3: 5 nights × avg £101.00 = £505.00 | Room 6: 1 night × avg £75.00 = £75.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 4) → Room 6 (Jul 4–Jul 8) → Room 8 (Jul 8–Jul 11) → Room 3 (Jul 11–Jul 17),7,2096.25,3225.0,26,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 3: 3 nights × avg £141.67 = £425.00 | Room 6: 4 nights × avg £122.50 = £490.00 | Room 8: 3 nights × avg £135.00 = £405.00 | Room 3: 6 nights × avg £99.17 = £595.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 4) → Room 6 (Jul 4–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 3 (Jul 10–Jul 17),7,2106.0,3240.0,27,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 3: 3 nights × avg £141.67 = £425.00 | Room 6: 3 nights × avg £123.33 = £370.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 3: 7 nights × avg £102.14 = £715.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 10) → Room 2 (Jul 10–Jul 15) → Room 6 (Jul 15–Jul 17),7,2125.5,3270.0,28,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 3: 5 nights × avg £141.00 = £705.00 | Room 8: 4 nights × avg £141.25 = £565.00 | Room 2: 5 nights × avg £107.00 = £535.00 | Room 6: 2 nights × avg £77.50 = £155.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 10) → Room 3 (Jul 10–Jul 15) → Room 6 (Jul 15–Jul 17),UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 10) → Room 3 (Jul 10–Jul 16) → Room 6 (Jul 16–Jul 17),7,2132.0,3280.0,29,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 3: 5 nights × avg £141.00 = £705.00 | Room 8: 4 nights × avg £141.25 = £565.00 | Room 3: 6 nights × avg £104.17 = £625.00 | Room 6: 1 night × avg £75.00 = £75.00,,,UNALLOCATED bookings overlap this range (7)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 23) → Room 5 (Jun 23–Jun 27) → Room 2 (Jun 27–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Jul 15) → Room 3 (Jul 15–Jul 17),8,1998.75,3075.0,15,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 3 nights × avg £73.33 = £220.00 | Room 5: 4 nights × avg £72.50 = £290.00 | Room 2: 1 night × avg £105.00 = £105.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 5 nights × avg £92.00 = £460.00 | Room 3: 2 nights × avg £90.00 = £180.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 5 (Jun 24–Jun 27) → Room 2 (Jun 27–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Jul 16) → Room 3 (Jul 16–Jul 17); Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 5 (Jun 24–Jun 27) → Room 2 (Jun 27–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Jul 16) → Room 8 (Jul 16–Jul 17),UNALLOCATED bookings overlap this range (7)
