plan,switches,total_price,full_price,preferred_nights,segment_detail,label,equivalent_alternatives,warning
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 8) → Room 8 (Jul 8–Jul 16) → Room 6 (Jul 16–Aug 17),6,3760.25,5785.0,22,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 7 nights × avg £123.57 = £865.00 | Room 8: 8 nights × avg £116.25 = £930.00 | Room 6: 32 nights × avg £83.75 = £2680.00,,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 3 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 10) → Room 6 (Jul 10–Aug 17),6,3770.0,5800.0,23,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 3: 5 nights × avg £141.00 = £705.00 | Room 8: 4 nights × avg £141.25 = £565.00 | Room 6: 38 nights × avg £84.74 = £3220.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 8) → Room 8 (Jul 8–Jul 17) → Room 6 (Jul 17–Aug 17),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 8) → Room 8 (Jul 8–Jul 18) → Room 6 (Jul 18–Aug 17),6,3783.0,5820.0,24,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 7 nights × avg £123.57 = £865.00 | Room 8: 10 nights × avg £112.50 = £1125.00 | Room 6: 30 nights × avg £84.00 = £2520.00,,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 8) → Room 8 (Jul 8–Jul 19) → Room 6 (Jul 19–Aug 17),6,3796.0,5840.0,25,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 7 nights × avg £123.57 = £865.00 | Room 8: 11 nights × avg £111.82 = £1230.00 | Room 6: 29 nights × avg £83.97 = £2435.00,,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 8) → Room 8 (Jul 8–Jul 20) → Room 6 (Jul 20–Aug 17),6,3805.75,5855.0,26,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 7 nights × avg £123.57 = £865.00 | Room 8: 12 nights × avg £110.00 = £1320.00 | Room 6: 28 nights × avg £84.29 = £2360.00,,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 5 (Jun 24–Jun 27) → Room 2 (Jun 27–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 17),7,3682.25,5665.0,14,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 5: 3 nights × avg £75.00 = £225.00 | Room 2: 1 night × avg £105.00 = £105.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 38 nights × avg £84.74 = £3220.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 5 (Jun 24–Jun 27) → Room 2 (Jun 27–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 8) → Room 8 (Jul 8–Jul 11) → Room 6 (Jul 11–Aug 17),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 5 (Jun 24–Jun 27) → Room 2 (Jun 27–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 6) → Room 8 (Jul 6–Jul 10) → Room 6 (Jul 10–Aug 17),7,3695.25,5685.0,15,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 5: 3 nights × avg £75.00 = £225.00 | Room 2: 1 night × avg £105.00 = £105.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 5 nights × avg £124.00 = £620.00 | Room 8: 4 nights × avg £141.25 = £565.00 | Room 6: 38 nights × avg £84.74 = £3220.00,,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 16) → Room 2 (Aug 16–Aug 17),7,3711.5,5710.0,18,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 37 nights × avg £84.73 = £3135.00 | Room 2: 1 night × avg £100.00 = £100.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 16) → Room 3 (Aug 16–Aug 17),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 15) → Room 2 (Aug 15–Aug 17),7,3721.25,5725.0,19,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 36 nights × avg £84.31 = £3035.00 | Room 2: 2 nights × avg £107.50 = £215.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 15) → Room 3 (Aug 15–Aug 17),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 14) → Room 2 (Aug 14–Aug 17),7,3727.75,5735.0,20,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 35 nights × avg £83.86 = £2935.00 | Room 2: 3 nights × avg £108.33 = £325.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 14) → Room 3 (Aug 14–Aug 17),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 13) → Room 2 (Aug 13–Aug 17),7,3734.25,5745.0,21,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 34 nights × avg £83.68 = £2845.00 | Room 2: 4 nights × avg £106.25 = £425.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 13) → Room 3 (Aug 13–Aug 17),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 12) → Room 2 (Aug 12–Aug 17),7,3744.0,5760.0,22,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 33 nights × avg £83.64 = £2760.00 | Room 2: 5 nights × avg £105.00 = £525.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 12) → Room 3 (Aug 12–Aug 17),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 11) → Room 2 (Aug 11–Aug 17),7,3750.5,5770.0,23,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 32 nights × avg £83.59 = £2675.00 | Room 2: 6 nights × avg £103.33 = £620.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 11) → Room 3 (Aug 11–Aug 17),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 10) → Room 2 (Aug 10–Aug 17),7,3757.0,5780.0,24,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 31 nights × avg £83.71 = £2595.00 | Room 2: 7 nights × avg £101.43 = £710.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 10) → Room 3 (Aug 10–Aug 17),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 9) → Room 2 (Aug 9–Aug 17),7,3766.75,5795.0,25,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 30 nights × avg £83.67 = £2510.00 | Room 2: 8 nights × avg £101.25 = £810.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 9) → Room 3 (Aug 9–Aug 17),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 8) → Room 2 (Aug 8–Aug 17),7,3776.5,5810.0,26,Room 8: 3 nights × avg £75.00 = £225.00 | Room 3: 4 nights × avg £73.75 = £295.00 | Room 2: 4 nights × avg £90.00 = £360.00 | Room 8: 3 nights × avg £143.33 = £430.00 | Room 6: 6 nights × avg £124.17 = £745.00 | Room 8: 3 nights × avg £140.00 = £420.00 | Room 6: 29 nights × avg £83.28 = £2415.00 | Room 2: 9 nights × avg £102.22 = £920.00,,Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 24) → Room 2 (Jun 24–Jun 28) → Room 8 (Jun 28–Jul 1) → Room 6 (Jul 1–Jul 7) → Room 8 (Jul 7–Jul 10) → Room 6 (Jul 10–Aug 8) → Room 3 (Aug 8–Aug 17),UNALLOCATED bookings overlap this range (9)
