plan,switches,total_price,full_price,preferred_nights,segment_detail,label,equivalent_alternatives,warning
Room 3 (Jul 19–Jul 29) → Room 5 (Jul 29–Aug 26),1,2203.5,3390.0,10,Room 3: 10 nights × avg £90.50 = £905.00 | Room 5: 28 nights × avg £88.75 = £2485.00,,Room 3 (Jul 19–Jul 29) → Room 6 (Jul 29–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 30) → Room 5 (Jul 30–Aug 26),1,2210.0,3400.0,11,Room 3: 11 nights × avg £90.91 = £1000.00 | Room 5: 27 nights × avg £88.89 = £2400.00,,Room 3 (Jul 19–Jul 30) → Room 6 (Jul 30–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 31) → Room 5 (Jul 31–Aug 26),1,2216.5,3410.0,12,Room 3: 12 nights × avg £90.83 = £1090.00 | Room 5: 26 nights × avg £89.23 = £2320.00,,Room 3 (Jul 19–Jul 31) → Room 6 (Jul 31–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Aug 1) → Room 5 (Aug 1–Aug 26),1,2226.25,3425.0,13,Room 3: 13 nights × avg £91.54 = £1190.00 | Room 5: 25 nights × avg £89.40 = £2235.00,,Room 3 (Jul 19–Aug 1) → Room 6 (Aug 1–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Aug 2) → Room 5 (Aug 2–Aug 26),1,2236.0,3440.0,14,Room 3: 14 nights × avg £92.50 = £1295.00 | Room 5: 24 nights × avg £89.38 = £2145.00,,Room 3 (Jul 19–Aug 2) → Room 6 (Aug 2–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Aug 3) → Room 5 (Aug 3–Aug 26),1,2242.5,3450.0,15,Room 3: 15 nights × avg £92.33 = £1385.00 | Room 5: 23 nights × avg £89.78 = £2065.00,,Room 3 (Jul 19–Aug 3) → Room 6 (Aug 3–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Aug 4) → Room 5 (Aug 4–Aug 26),1,2249.0,3460.0,16,Room 3: 16 nights × avg £92.19 = £1475.00 | Room 5: 22 nights × avg £90.23 = £1985.00,,Room 3 (Jul 19–Aug 4) → Room 6 (Aug 4–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Aug 5) → Room 5 (Aug 5–Aug 26),1,2258.75,3475.0,17,Room 3: 17 nights × avg £92.35 = £1570.00 | Room 5: 21 nights × avg £90.71 = £1905.00,,Room 3 (Jul 19–Aug 5) → Room 6 (Aug 5–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Aug 6) → Room 5 (Aug 6–Aug 26),1,2265.25,3485.0,18,Room 3: 18 nights × avg £92.50 = £1665.00 | Room 5: 20 nights × avg £91.00 = £1820.00,,Room 3 (Jul 19–Aug 6) → Room 6 (Aug 6–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Aug 7) → Room 5 (Aug 7–Aug 26),1,2271.75,3495.0,19,Room 3: 19 nights × avg £92.63 = £1760.00 | Room 5: 19 nights × avg £91.32 = £1735.00,,Room 3 (Jul 19–Aug 7) → Room 6 (Aug 7–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Aug 8) → Room 5 (Aug 8–Aug 26),1,2281.5,3510.0,20,Room 3: 20 nights × avg £93.25 = £1865.00 | Room 5: 18 nights × avg £91.39 = £1645.00,,Room 3 (Jul 19–Aug 8) → Room 6 (Aug 8–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 6 (Jul 19–Aug 24) → Room 2 (Aug 24–Aug 25) → Room 5 (Aug 25–Aug 26),2,2135.25,3285.0,1,Room 6: 36 nights × avg £86.25 = £3105.00 | Room 2: 1 night × avg £95.00 = £95.00 | Room 5: 1 night × avg £85.00 = £85.00,,Room 6 (Jul 19–Aug 24) → Room 3 (Aug 24–Aug 25) → Room 5 (Aug 25–Aug 26); Room 6 (Jul 19–Aug 24) → Room 2 (Aug 24–Aug 25) → Room 6 (Aug 25–Aug 26); Room 6 (Jul 19–Aug 24) → Room 3 (Aug 24–Aug 25) → Room 6 (Aug 25–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 25) → Room 6 (Jul 25–Aug 26),2,2148.25,3305.0,3,Room 6: 3 nights × avg £76.67 = £230.00 | Room 3: 3 nights × avg £90.00 = £270.00 | Room 6: 32 nights × avg £87.66 = £2805.00,,Room 6 (Jul 19–Jul 23) → Room 3 (Jul 23–Jul 26) → Room 6 (Jul 26–Aug 26); Room 6 (Jul 19–Jul 24) → Room 3 (Jul 24–Jul 27) → Room 6 (Jul 27–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 26) → Room 6 (Jul 26–Aug 26),2,2154.75,3315.0,4,Room 6: 3 nights × avg £76.67 = £230.00 | Room 3: 4 nights × avg £91.25 = £365.00 | Room 6: 31 nights × avg £87.74 = £2720.00,,Room 6 (Jul 19–Jul 23) → Room 3 (Jul 23–Jul 27) → Room 6 (Jul 27–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 27) → Room 6 (Jul 27–Aug 26),2,2161.25,3325.0,5,Room 6: 3 nights × avg £76.67 = £230.00 | Room 3: 5 nights × avg £91.00 = £455.00 | Room 6: 30 nights × avg £88.00 = £2640.00,,,UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 26) → Room 6 (Jul 26–Aug 23) → Room 2 (Aug 23–Aug 26),2,2200.25,3385.0,10,Room 3: 7 nights × avg £90.00 = £630.00 | Room 6: 28 nights × avg £87.86 = £2460.00 | Room 2: 3 nights × avg £98.33 = £295.00,,Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 24) → Room 2 (Aug 24–Aug 26); Room 3 (Jul 19–Jul 26) → Room 6 (Jul 26–Aug 23) → Room 3 (Aug 23–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 24) → Room 3 (Aug 24–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 23) → Room 2 (Aug 23–Aug 26),2,2206.75,3395.0,11,Room 3: 8 nights × avg £90.00 = £720.00 | Room 6: 27 nights × avg £88.15 = £2380.00 | Room 2: 3 nights × avg £98.33 = £295.00,,Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 23) → Room 3 (Aug 23–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 30) → Room 5 (Jul 30–Aug 23) → Room 2 (Aug 23–Aug 26),2,2232.75,3435.0,14,Room 3: 11 nights × avg £90.91 = £1000.00 | Room 5: 24 nights × avg £89.17 = £2140.00 | Room 2: 3 nights × avg £98.33 = £295.00,,Room 3 (Jul 19–Jul 30) → Room 6 (Jul 30–Aug 23) → Room 2 (Aug 23–Aug 26); Room 3 (Jul 19–Jul 31) → Room 5 (Jul 31–Aug 24) → Room 2 (Aug 24–Aug 26); Room 3 (Jul 19–Jul 30) → Room 5 (Jul 30–Aug 23) → Room 3 (Aug 23–Aug 26); Room 3 (Jul 19–Jul 30) → Room 6 (Jul 30–Aug 23) → Room 3 (Aug 23–Aug 26); Room 3 (Jul 19–Jul 31) → Room 5 (Jul 31–Aug 24) → Room 3 (Aug 24–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 31) → Room 5 (Jul 31–Aug 23) → Room 2 (Aug 23–Aug 26),2,2239.25,3445.0,15,Room 3: 12 nights × avg £90.83 = £1090.00 | Room 5: 23 nights × avg £89.57 = £2060.00 | Room 2: 3 nights × avg £98.33 = £295.00,,Room 3 (Jul 19–Jul 31) → Room 6 (Jul 31–Aug 23) → Room 2 (Aug 23–Aug 26); Room 3 (Jul 19–Jul 31) → Room 5 (Jul 31–Aug 23) → Room 3 (Aug 23–Aug 26); Room 3 (Jul 19–Jul 31) → Room 6 (Jul 31–Aug 23) → Room 3 (Aug 23–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Aug 6) → Room 5 (Aug 6–Aug 23) → Room 2 (Aug 23–Aug 26),2,2288.0,3520.0,21,Room 3: 18 nights × avg £92.50 = £1665.00 | Room 5: 17 nights × avg £91.76 = £1560.00 | Room 2: 3 nights × avg £98.33 = £295.00,,Room 3 (Jul 19–Aug 6) → Room 6 (Aug 6–Aug 23) → Room 2 (Aug 23–Aug 26); Room 3 (Jul 19–Aug 7) → Room 5 (Aug 7–Aug 24) → Room 2 (Aug 24–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Aug 7) → Room 5 (Aug 7–Aug 23) → Room 2 (Aug 23–Aug 26),2,2294.5,3530.0,22,Room 3: 19 nights × avg £92.63 = £1760.00 | Room 5: 16 nights × avg £92.19 = £1475.00 | Room 2: 3 nights × avg £98.33 = £295.00,,Room 3 (Jul 19–Aug 7) → Room 6 (Aug 7–Aug 23) → Room 2 (Aug 23–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Aug 8) → Room 5 (Aug 8–Aug 23) → Room 2 (Aug 23–Aug 26),2,2304.25,3545.0,23,Room 3: 20 nights × avg £93.25 = £1865.00 | Room 5: 15 nights × avg £92.33 = £1385.00 | Room 2: 3 nights × avg £98.33 = £295.00,,Room 3 (Jul 19–Aug 8) → Room 6 (Aug 8–Aug 23) → Room 2 (Aug 23–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 24) → Room 2 (Aug 24–Aug 25) → Room 5 (Aug 25–Aug 26),3,2190.5,3370.0,9,Room 3: 8 nights × avg £90.00 = £720.00 | Room 6: 28 nights × avg £88.21 = £2470.00 | Room 2: 1 night × avg £95.00 = £95.00 | Room 5: 1 night × avg £85.00 = £85.00,,Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 24) → Room 3 (Aug 24–Aug 25) → Room 5 (Aug 25–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 24) → Room 2 (Aug 24–Aug 25) → Room 6 (Aug 25–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 24) → Room 3 (Aug 24–Aug 25) → Room 6 (Aug 25–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 6) → Room 5 (Aug 6–Aug 26),3,2213.25,3405.0,12,Room 3: 8 nights × avg £90.00 = £720.00 | Room 6: 6 nights × avg £82.50 = £495.00 | Room 2: 4 nights × avg £92.50 = £370.00 | Room 5: 20 nights × avg £91.00 = £1820.00,,Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 3 (Aug 2–Aug 6) → Room 5 (Aug 6–Aug 26); Room 3 (Jul 19–Jul 26) → Room 6 (Jul 26–Aug 2) → Room 2 (Aug 2–Aug 7) → Room 5 (Aug 7–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 6) → Room 6 (Aug 6–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 3 (Aug 2–Aug 6) → Room 6 (Aug 6–Aug 26); Room 3 (Jul 19–Jul 26) → Room 6 (Jul 26–Aug 2) → Room 2 (Aug 2–Aug 7) → Room 6 (Aug 7–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 7) → Room 5 (Aug 7–Aug 26),3,2219.75,3415.0,13,Room 3: 8 nights × avg £90.00 = £720.00 | Room 6: 6 nights × avg £82.50 = £495.00 | Room 2: 5 nights × avg £93.00 = £465.00 | Room 5: 19 nights × avg £91.32 = £1735.00,,Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 3 (Aug 2–Aug 7) → Room 5 (Aug 7–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 10) → Room 2 (Aug 10–Aug 15) → Room 5 (Aug 15–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 7) → Room 6 (Aug 7–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 3 (Aug 2–Aug 7) → Room 6 (Aug 7–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 10) → Room 2 (Aug 10–Aug 15) → Room 6 (Aug 15–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 1) → Room 2 (Aug 1–Aug 7) → Room 5 (Aug 7–Aug 26),3,2229.5,3430.0,14,Room 3: 8 nights × avg £90.00 = £720.00 | Room 6: 5 nights × avg £81.00 = £405.00 | Room 2: 6 nights × avg £95.00 = £570.00 | Room 5: 19 nights × avg £91.32 = £1735.00,,Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 1) → Room 3 (Aug 1–Aug 7) → Room 5 (Aug 7–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 8) → Room 5 (Aug 8–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 1) → Room 2 (Aug 1–Aug 7) → Room 6 (Aug 7–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 1) → Room 3 (Aug 1–Aug 7) → Room 6 (Aug 7–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 8) → Room 6 (Aug 8–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 26) → Room 6 (Jul 26–Jul 29) → Room 2 (Jul 29–Aug 7) → Room 5 (Aug 7–Aug 26),3,2245.75,3455.0,16,Room 3: 7 nights × avg £90.00 = £630.00 | Room 6: 3 nights × avg £78.33 = £235.00 | Room 2: 9 nights × avg £95.00 = £855.00 | Room 5: 19 nights × avg £91.32 = £1735.00,,Room 3 (Jul 19–Jul 26) → Room 6 (Jul 26–Jul 29) → Room 3 (Jul 29–Aug 7) → Room 5 (Aug 7–Aug 26); Room 3 (Jul 19–Jul 31) → Room 5 (Jul 31–Aug 10) → Room 2 (Aug 10–Aug 14) → Room 5 (Aug 14–Aug 26); Room 3 (Jul 19–Jul 26) → Room 6 (Jul 26–Jul 29) → Room 2 (Jul 29–Aug 7) → Room 6 (Aug 7–Aug 26); Room 3 (Jul 19–Jul 26) → Room 6 (Jul 26–Jul 29) → Room 3 (Jul 29–Aug 7) → Room 6 (Aug 7–Aug 26); Room 3 (Jul 19–Jul 31) → Room 5 (Jul 31–Aug 10) → Room 2 (Aug 10–Aug 14) → Room 6 (Aug 14–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 31) → Room 5 (Jul 31–Aug 10) → Room 2 (Aug 10–Aug 15) → Room 5 (Aug 15–Aug 26),3,2252.25,3465.0,17,Room 3: 12 nights × avg £90.83 = £1090.00 | Room 5: 10 nights × avg £85.50 = £855.00 | Room 2: 5 nights × avg £99.00 = £495.00 | Room 5: 11 nights × avg £93.18 = £1025.00,,Room 3 (Jul 19–Jul 31) → Room 5 (Jul 31–Aug 10) → Room 3 (Aug 10–Aug 15) → Room 5 (Aug 15–Aug 26); Room 3 (Jul 19–Jul 31) → Room 5 (Jul 31–Aug 10) → Room 2 (Aug 10–Aug 15) → Room 6 (Aug 15–Aug 26); Room 3 (Jul 19–Jul 31) → Room 5 (Jul 31–Aug 10) → Room 3 (Aug 10–Aug 15) → Room 6 (Aug 15–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 12) → Room 5 (Aug 12–Aug 26),3,2262.0,3480.0,18,Room 3: 8 nights × avg £90.00 = £720.00 | Room 6: 6 nights × avg £82.50 = £495.00 | Room 2: 10 nights × avg £96.50 = £965.00 | Room 5: 14 nights × avg £92.86 = £1300.00,,Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 3 (Aug 2–Aug 12) → Room 5 (Aug 12–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 5) → Room 2 (Aug 5–Aug 15) → Room 5 (Aug 15–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 12) → Room 6 (Aug 12–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 3 (Aug 2–Aug 12) → Room 6 (Aug 12–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 5) → Room 2 (Aug 5–Aug 15) → Room 6 (Aug 15–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 14) → Room 5 (Aug 14–Aug 26),3,2278.25,3505.0,20,Room 3: 8 nights × avg £90.00 = £720.00 | Room 6: 6 nights × avg £82.50 = £495.00 | Room 2: 12 nights × avg £97.08 = £1165.00 | Room 5: 12 nights × avg £93.75 = £1125.00,,Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 3 (Aug 2–Aug 14) → Room 5 (Aug 14–Aug 26); Room 3 (Jul 19–Jul 26) → Room 6 (Jul 26–Aug 2) → Room 2 (Aug 2–Aug 15) → Room 5 (Aug 15–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 14) → Room 6 (Aug 14–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 3 (Aug 2–Aug 14) → Room 6 (Aug 14–Aug 26); Room 3 (Jul 19–Jul 26) → Room 6 (Jul 26–Aug 2) → Room 2 (Aug 2–Aug 15) → Room 6 (Aug 15–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 15) → Room 5 (Aug 15–Aug 26),3,2284.75,3515.0,21,Room 3: 8 nights × avg £90.00 = £720.00 | Room 6: 6 nights × avg £82.50 = £495.00 | Room 2: 13 nights × avg £98.08 = £1275.00 | Room 5: 11 nights × avg £93.18 = £1025.00,,Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 3 (Aug 2–Aug 15) → Room 5 (Aug 15–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 15) → Room 6 (Aug 15–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 3 (Aug 2–Aug 15) → Room 6 (Aug 15–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 27) → Room 6 (Jul 27–Aug 24) → Room 2 (Aug 24–Aug 25) → Room 5 (Aug 25–Aug 26),4,2167.75,3335.0,6,Room 6: 3 nights × avg £76.67 = £230.00 | Room 3: 5 nights × avg £91.00 = £455.00 | Room 6: 28 nights × avg £88.21 = £2470.00 | Room 2: 1 night × avg £95.00 = £95.00 | Room 5: 1 night × avg £85.00 = £85.00,,Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 27) → Room 6 (Jul 27–Aug 24) → Room 3 (Aug 24–Aug 25) → Room 5 (Aug 25–Aug 26); Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 27) → Room 6 (Jul 27–Aug 24) → Room 2 (Aug 24–Aug 25) → Room 6 (Aug 25–Aug 26); Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 27) → Room 6 (Jul 27–Aug 24) → Room 3 (Aug 24–Aug 25) → Room 6 (Aug 25–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 7) → Room 5 (Aug 7–Aug 26),4,2197.0,3380.0,10,Room 6: 3 nights × avg £76.67 = £230.00 | Room 3: 5 nights × avg £91.00 = £455.00 | Room 6: 6 nights × avg £82.50 = £495.00 | Room 2: 5 nights × avg £93.00 = £465.00 | Room 5: 19 nights × avg £91.32 = £1735.00,,Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 3 (Aug 2–Aug 7) → Room 5 (Aug 7–Aug 26); Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 27) → Room 6 (Jul 27–Aug 10) → Room 2 (Aug 10–Aug 15) → Room 5 (Aug 15–Aug 26); Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 7) → Room 6 (Aug 7–Aug 26); Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 3 (Aug 2–Aug 7) → Room 6 (Aug 7–Aug 26); Room 6 (Jul 19–Jul 22) → Room 3 (Jul 22–Jul 27) → Room 6 (Jul 27–Aug 10) → Room 2 (Aug 10–Aug 15) → Room 6 (Aug 15–Aug 26),UNALLOCATED bookings overlap this range (4)
Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 6) → Room 5 (Aug 6–Aug 23) → Room 2 (Aug 23–Aug 26),4,2236.0,3440.0,15,Room 3: 8 nights × avg £90.00 = £720.00 | Room 6: 6 nights × avg £82.50 = £495.00 | Room 2: 4 nights × avg £92.50 = £370.00 | Room 5: 17 nights × avg £91.76 = £1560.00 | Room 2: 3 nights × avg £98.33 = £295.00,,Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 6) → Room 6 (Aug 6–Aug 23) → Room 2 (Aug 23–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 7) → Room 5 (Aug 7–Aug 24) → Room 2 (Aug 24–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 6) → Room 5 (Aug 6–Aug 23) → Room 3 (Aug 23–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 6) → Room 6 (Aug 6–Aug 23) → Room 3 (Aug 23–Aug 26); Room 3 (Jul 19–Jul 27) → Room 6 (Jul 27–Aug 2) → Room 2 (Aug 2–Aug 7) → Room 5 (Aug 7–Aug 24) → Room 3 (Aug 24–Aug 26),UNALLOCATED bookings overlap this range (4)
