plan,switches,total_price,full_price,preferred_nights,segment_detail,label,equivalent_alternatives,warning
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 14) → Room 6 (Jul 14–Jul 21) → Room 7 (Jul 21–Aug 12),5,3427.0,5210.0,21,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 9 nights × avg £131.11, 35% off = £767.00 | Room 6: 7 nights × avg £78.57, 35% off = £357.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 15) → Room 6 (Jul 15–Jul 22) → Room 7 (Jul 22–Aug 12),5,3443.25,5235.0,22,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 10 nights × avg £127.00, 35% off = £825.50 | Room 6: 7 nights × avg £79.29, 35% off = £360.75 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 16) → Room 6 (Jul 16–Jul 21) → Room 7 (Jul 21–Aug 12),5,3458.35,5240.0,23,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 11 nights × avg £124.09, 35% off = £887.25 | Room 6: 5 nights × avg £79.00, 32% off = £268.60 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 16) → Room 10 (Jul 16–Jul 21) → Room 7 (Jul 21–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 17) → Room 6 (Jul 17–Jul 24) → Room 7 (Jul 24–Aug 12),5,3472.5,5280.0,24,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 12 nights × avg £121.25, 35% off = £945.75 | Room 6: 7 nights × avg £79.29, 35% off = £360.75 | Room 7: 19 nights × avg £75.53, 35% off = £932.75",,Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 17) → Room 10 (Jul 17–Jul 24) → Room 7 (Jul 24–Aug 12),UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 7 (Jun 20–Jun 23) → Room 9 (Jun 23–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 21) → Room 7 (Jul 21–Aug 12),5,3479.1,5235.0,25,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 7: 3 nights × avg £58.33, 26% off = £129.50 | Room 9: 6 nights × avg £111.67, 32% off = £455.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 16 nights × avg £115.31, 35% off = £1199.25 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Aug 12),5,3485.5,5300.0,28,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 9 nights × avg £94.44, 35% off = £552.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 21) → Room 7 (Jul 21–Aug 12),5,3498.45,5325.0,29,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 10 nights × avg £97.00, 35% off = £630.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 22) → Room 7 (Jul 22–Aug 12),5,3511.45,5345.0,30,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 11 nights × avg £96.36, 35% off = £689.00 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 24) → Room 7 (Jul 24–Aug 12),5,3521.25,5355.0,31,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 12 nights × avg £92.92, 35% off = £724.75 | Room 7: 19 nights × avg £75.53, 35% off = £932.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 24) → Room 7 (Jul 24–Aug 12),5,3534.2,5380.0,32,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 13 nights × avg £95.00, 35% off = £802.75 | Room 7: 19 nights × avg £75.53, 35% off = £932.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 25) → Room 7 (Jul 25–Aug 12),5,3547.2,5400.0,33,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 14 nights × avg £95.00, 35% off = £864.50 | Room 7: 18 nights × avg £75.56, 35% off = £884.00",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 15) → Room 6 (Jul 15–Jul 22) → Room 7 (Jul 22–Aug 12),6,3340.05,5025.0,12,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 7 nights × avg £98.57, 35% off = £448.50 | Room 6: 7 nights × avg £79.29, 35% off = £360.75 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 7 (Jun 20–Jun 23) → Room 9 (Jun 23–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 10) → Room 6 (Jul 10–Jul 21) → Room 7 (Jul 21–Aug 12),6,3370.4,5035.0,14,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 7: 3 nights × avg £58.33, 26% off = £129.50 | Room 9: 6 nights × avg £111.67, 32% off = £455.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 5 nights × avg £142.00, 32% off = £482.80 | Room 6: 11 nights × avg £85.00, 35% off = £607.75 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 7 (Jun 20–Jun 23) → Room 9 (Jun 23–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 6 (Jul 12–Jul 21) → Room 7 (Jul 21–Aug 12),6,3381.6,5085.0,16,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 7: 3 nights × avg £58.33, 26% off = £129.50 | Room 9: 6 nights × avg £111.67, 32% off = £455.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 6: 9 nights × avg £80.56, 35% off = £471.25 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 10) → Room 6 (Jul 10–Jul 21) → Room 7 (Jul 21–Aug 12),6,3383.3,5035.0,17,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 3: 6 nights × avg £75.83, 32% off = £309.40 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 5 nights × avg £142.00, 32% off = £482.80 | Room 6: 11 nights × avg £85.00, 35% off = £607.75 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 6 (Jul 12–Jul 21) → Room 7 (Jul 21–Aug 12),6,3394.5,5085.0,19,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 3: 6 nights × avg £75.83, 32% off = £309.40 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 6: 9 nights × avg £80.56, 35% off = £471.25 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 13) → Room 6 (Jul 13–Jul 21) → Room 7 (Jul 21–Aug 12),6,3407.5,5105.0,20,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 3: 6 nights × avg £75.83, 32% off = £309.40 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 8 nights × avg £136.25, 35% off = £708.50 | Room 6: 8 nights × avg £78.12, 35% off = £406.25 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 14) → Room 6 (Jul 14–Jul 21) → Room 7 (Jul 21–Aug 12),6,3417.25,5120.0,21,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 3: 6 nights × avg £75.83, 32% off = £309.40 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 9 nights × avg £131.11, 35% off = £767.00 | Room 6: 7 nights × avg £78.57, 35% off = £357.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 15) → Room 6 (Jul 15–Jul 22) → Room 7 (Jul 22–Aug 12),6,3433.5,5145.0,22,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 3: 6 nights × avg £75.83, 32% off = £309.40 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 10 nights × avg £127.00, 35% off = £825.50 | Room 6: 7 nights × avg £79.29, 35% off = £360.75 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 15) → Room 3 (Jul 15–Jul 26) → Room 7 (Jul 26–Aug 12),6,3447.3,5190.0,23,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 7 nights × avg £98.57, 35% off = £448.50 | Room 3: 11 nights × avg £91.82, 35% off = £656.50 | Room 7: 17 nights × avg £75.59, 35% off = £835.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 9 (Jun 20–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 15) → Room 3 (Jul 15–Jul 27) → Room 7 (Jul 27–Aug 12),6,3460.3,5210.0,24,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 9: 9 nights × avg £103.89, 35% off = £607.75 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 7 nights × avg £98.57, 35% off = £448.50 | Room 3: 12 nights × avg £91.67, 35% off = £715.00 | Room 7: 16 nights × avg £75.94, 35% off = £789.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 7 (Jun 20–Jun 23) → Room 9 (Jun 23–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Aug 12),6,3462.85,5210.0,25,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 7: 3 nights × avg £58.33, 26% off = £129.50 | Room 9: 6 nights × avg £111.67, 32% off = £455.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 9 nights × avg £94.44, 35% off = £552.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 21) → Room 7 (Jul 21–Aug 12),6,3475.75,5210.0,28,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 3: 6 nights × avg £75.83, 32% off = £309.40 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 9 nights × avg £94.44, 35% off = £552.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 21) → Room 7 (Jul 21–Aug 12),6,3488.7,5235.0,29,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 3: 6 nights × avg £75.83, 32% off = £309.40 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 10 nights × avg £97.00, 35% off = £630.50 | Room 7: 22 nights × avg £74.77, 35% off = £1069.25",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 22) → Room 7 (Jul 22–Aug 12),6,3501.7,5255.0,30,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 3: 6 nights × avg £75.83, 32% off = £309.40 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 11 nights × avg £96.36, 35% off = £689.00 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 8 (Jul 5–Jul 12) → Room 3 (Jul 12–Jul 24) → Room 7 (Jul 24–Aug 12),6,3511.5,5265.0,31,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 3: 6 nights × avg £75.83, 32% off = £309.40 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 8: 7 nights × avg £138.57, 35% off = £630.50 | Room 3: 12 nights × avg £92.92, 35% off = £724.75 | Room 7: 19 nights × avg £75.53, 35% off = £932.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 24) → Room 7 (Jul 24–Aug 12),6,3524.45,5290.0,32,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 3: 6 nights × avg £75.83, 32% off = £309.40 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 13 nights × avg £95.00, 35% off = £802.75 | Room 7: 19 nights × avg £75.53, 35% off = £932.75",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 3 (Jun 20–Jun 26) → Room 9 (Jun 26–Jun 29) → Room 7 (Jun 29–Jul 4) → Room 8 (Jul 4–Jul 11) → Room 3 (Jul 11–Jul 25) → Room 7 (Jul 25–Aug 12),6,3537.45,5310.0,33,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 3: 6 nights × avg £75.83, 32% off = £309.40 | Room 9: 3 nights × avg £130.00, 26% off = £288.60 | Room 7: 5 nights × avg £113.00, 32% off = £384.20 | Room 8: 7 nights × avg £140.71, 35% off = £640.25 | Room 3: 14 nights × avg £95.00, 35% off = £864.50 | Room 7: 18 nights × avg £75.56, 35% off = £884.00",,,UNALLOCATED bookings overlap this range (9)
Room 8 (Jun 17–Jun 20) → Room 7 (Jun 20–Jun 23) → Room 9 (Jun 23–Jun 29) → Room 7 (Jun 29–Jul 5) → Room 6 (Jul 5–Jul 8) → Room 11 (Jul 8–Jul 15) → Room 6 (Jul 15–Jul 22) → Room 7 (Jul 22–Aug 12),7,3317.4,4935.0,9,"Room 8: 3 nights × avg £75.00, 26% off = £166.50 | Room 7: 3 nights × avg £58.33, 26% off = £129.50 | Room 9: 6 nights × avg £111.67, 32% off = £455.60 | Room 7: 6 nights × avg £112.50, 32% off = £459.00 | Room 6: 3 nights × avg £123.33, 26% off = £273.80 | Room 11: 7 nights × avg £98.57, 35% off = £448.50 | Room 6: 7 nights × avg £79.29, 35% off = £360.75 | Room 7: 21 nights × avg £75.00, 35% off = £1023.75",,,UNALLOCATED bookings overlap this range (9)
